STCODE,STNAME,DIST,DISTNAME,YEAR,RICE_TP,PADY_TP,WHT_TP,SORG_TP,PMLT_TP,MAIZ_TP,FMLT_TP,BRLY_TP,CPEA_TP,PPEA_TP,GNUT_TP,SESA_TP,RM_TP,CAST_TP,LINS_TP,SGUR_TP,COTNK_TP
2,Bihar,904,Saharsha,1975,-1.0,74.3,99.4,-1.0,-1.0,116.4,156.0,78.0,150.1,181.6,247.5,171.7,178.2,-1.0,-1.0,175.6,-1.0
2,Bihar,904,Saharsha,1976,-1.0,78.5,110.0,-1.0,-1.0,85.7,82.0,70.0,152.0,186.7,209.9,575.0,310.0,-1.0,-1.0,191.0,-1.0
2,Bihar,904,Saharsha,1977,-1.0,103.1,115.0,-1.0,-1.0,107.0,88.0,110.0,180.0,450.0,232.8,360.5,405.0,-1.0,-1.0,132.0,-1.0
2,Bihar,904,Saharsha,1978,-1.0,100.0,112.0,-1.0,-1.0,98.0,105.0,87.0,219.0,250.0,430.9,350.0,301.0,-1.0,-1.0,158.0,-1.0
2,Bihar,904,Saharsha,1979,-1.0,86.0,125.0,-1.0,-1.0,112.0,104.0,129.0,252.0,255.1,538.3,400.0,393.0,-1.0,-1.0,300.0,-1.0
2,Bihar,904,Saharsha,1980,-1.0,85.0,158.0,-1.0,-1.0,115.0,110.0,129.0,337.0,300.5,652.8,535.0,471.0,-1.0,-1.0,324.0,-1.0
2,Bihar,904,Saharsha,1981,-1.0,114.0,170.0,-1.0,-1.0,142.0,140.0,140.0,350.0,261.0,723.9,550.0,466.0,-1.0,-1.0,324.0,-1.0
2,Bihar,904,Saharsha,1982,-1.0,143.3,215.3,-1.0,-1.0,173.2,156.1,166.4,383.3,360.6,743.2,479.9,459.5,-1.0,-1.0,240.5,-1.0
2,Bihar,904,Saharsha,1983,-1.0,166.3,153.7,-1.0,-1.0,185.9,169.2,132.5,365.2,340.3,853.2,590.2,498.7,-1.0,-1.0,259.2,-1.0
2,Bihar,904,Saharsha,1984,-1.0,160.9,178.9,-1.0,-1.0,167.7,176.8,163.6,473.7,377.6,893.4,544.3,480.7,-1.0,-1.0,328.1,-1.0
2,Bihar,904,Saharsha,1985,-1.0,152.3,168.6,-1.0,-1.0,165.8,173.6,185.2,480.1,316.4,824.5,517.0,430.2,-1.0,-1.0,362.4,-1.0
2,Bihar,904,Saharsha,1986,-1.0,153.5,186.0,-1.0,-1.0,195.0,154.0,-1.0,-1.0,457.0,-1.0,-1.0,537.0,-1.0,465.0,-1.0,203.0
2,Bihar,904,Saharsha,1987,-1.0,180.1,216.0,-1.0,-1.0,-1.0,162.8,194.0,496.0,509.0,-1.0,653.0,635.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,1988,-1.0,149.0,220.0,-1.0,-1.0,187.0,167.0,145.0,665.1,569.0,-1.0,-1.0,598.0,-1.0,565.0,-1.0,-1.0
2,Bihar,904,Saharsha,1989,-1.0,417.5,230.0,-1.0,-1.0,175.0,150.0,180.0,-1.0,650.0,-1.0,-1.0,700.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,1990,-1.0,220.7,300.0,-1.0,-1.0,226.8,150.0,220.0,-1.0,750.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,1991,-1.0,266.7,360.0,-1.0,-1.0,271.7,180.0,250.0,800.0,-1.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,1992,-1.0,318.8,-1.0,-1.0,-1.0,290.0,250.0,-1.0,-1.0,-1.0,-1.0,-1.0,860.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,1993,-1.0,300.8,335.0,-1.0,-1.0,307.5,250.0,-1.0,-1.0,-1.0,-1.0,-1.0,860.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,1994,-1.0,315.0,350.0,-1.0,-1.0,310.0,255.0,830.0,-1.0,-1.0,-1.0,-1.0,890.0,-1.0,850.0,-1.0,-1.0
2,Bihar,904,Saharsha,1995,-1.0,321.0,429.0,-1.0,-1.0,294.0,259.0,390.0,1022.0,-1.0,-1.0,-1.0,1082.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,1996,-1.0,810.0,491.0,-1.0,602.0,400.0,-1.0,388.0,1149.0,1352.0,-1.0,1285.0,1105.0,-1.0,1130.0,815.5,-1.0
2,Bihar,904,Saharsha,1997,-1.0,725.0,500.0,-1.0,-1.0,362.0,358.0,429.0,1100.0,-1.0,-1.0,-1.0,1150.0,983.0,-1.0,925.0,-1.0
2,Bihar,904,Saharsha,1998,-1.0,-1.0,500.0,-1.0,-1.0,350.0,300.0,600.0,1200.0,1408.0,-1.0,-1.0,1300.0,-1.0,1200.0,1100.0,-1.0
2,Bihar,904,Saharsha,1999,-1.0,-1.0,500.0,-1.0,-1.0,400.0,350.0,-1.0,-1.0,-1.0,-1.0,-1.0,1200.0,-1.0,1150.0,913.0,-1.0
2,Bihar,904,Saharsha,2000,-1.0,-1.0,450.0,-1.0,-1.0,280.0,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,1350.0,-1.0,1250.0,1200.0,-1.0
2,Bihar,904,Saharsha,2001,-1.0,-1.0,510.0,-1.0,-1.0,325.0,315.0,371.0,-1.0,1514.0,-1.0,-1.0,-1.0,-1.0,1000.0,1000.0,-1.0
2,Bihar,904,Saharsha,2002,-1.0,-1.0,500.0,-1.0,-1.0,350.0,-1.0,-1.0,1600.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,2003,-1.0,-1.0,550.0,-1.0,-1.0,345.0,330.0,-1.0,1800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,-1.0
2,Bihar,904,Saharsha,2004,-1.0,401.5,585.0,-1.0,-1.0,445.5,382.0,446.0,1655.0,1614.0,-1.0,1778.7,1607.0,-1.0,1420.0,-1.0,-1.0
2,Bihar,904,Saharsha,2005,-1.0,461.5,775.0,-1.0,-1.0,502.0,428.0,512.0,1698.0,-1.0,-1.0,2082.0,1701.0,-1.0,1616.0,-1.0,-1.0
2,Bihar,904,Saharsha,2006,-1.0,476.0,-1.0,-1.0,-1.0,514.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,2007,-1.0,599.5,-1.0,-1.0,-1.0,575.0,-1.0,-1.0,-1.0,-1.0,-1.0,2527.0,-1.0,-1.0,1900.0,1525.0,-1.0
2,Bihar,904,Saharsha,2008,-1.0,632.7,-1.0,-1.0,-1.0,624.3,600.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,2009,-1.0,-1.0,1050.0,-1.0,-1.0,-1.0,675.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,904,Saharsha,2010,-1.0,846.0,1047.0,-1.0,-1.0,845.0,725.0,-1.0,-1.0,-1.0,-1.0,3776.5,2641.0,-1.0,2172.0,2889.0,-1.0
2,Bihar,904,Saharsha,2011,-1.0,880.5,1070.0,733.0,-1.0,913.0,795.0,-1.0,-1.0,3260.0,-1.0,4149.0,3036.0,-1.0,2451.0,3031.0,-1.0
2,Bihar,905,Purnea,1966,-1.0,75.8,117.2,-1.0,-1.0,65.2,55.4,83.5,118.2,90.7,139.2,160.9,105.7,-1.0,-1.0,112.3,-1.0
2,Bihar,905,Purnea,1967,-1.0,78.3,67.5,-1.0,-1.0,111.4,97.7,54.0,107.5,97.3,151.9,221.5,126.9,-1.0,-1.0,160.0,-1.0
2,Bihar,905,Purnea,1968,-1.0,55.0,62.9,-1.0,-1.0,59.4,54.0,51.3,78.3,89.1,117.1,168.4,151.2,-1.0,-1.0,123.0,-1.0
2,Bihar,905,Purnea,1969,-1.0,64.8,88.0,-1.0,-1.0,62.9,45.9,49.5,102.0,119.7,120.0,162.0,130.0,-1.0,-1.0,135.0,-1.0
2,Bihar,905,Purnea,1970,-1.0,65.0,85.0,-1.0,-1.0,64.5,59.3,48.0,95.0,65.0,99.9,202.4,175.0,-1.0,-1.0,100.0,-1.0
2,Bihar,905,Purnea,1971,-1.0,53.0,72.0,-1.0,-1.0,75.0,67.6,45.0,95.0,107.0,103.4,212.2,192.0,-1.0,-1.0,141.9,-1.0
2,Bihar,905,Purnea,1972,-1.0,80.0,112.0,-1.0,-1.0,65.0,68.7,75.0,120.0,130.0,150.0,250.0,200.0,-1.0,-1.0,150.0,-1.0
2,Bihar,905,Purnea,1973,-1.0,121.0,170.0,-1.0,-1.0,110.0,110.0,125.0,225.0,167.5,138.7,303.3,450.0,-1.0,-1.0,200.0,-1.0
2,Bihar,905,Purnea,1974,-1.0,178.0,140.0,-1.0,-1.0,177.5,250.0,125.0,235.0,200.0,210.0,381.1,250.0,-1.0,-1.0,180.0,-1.0
2,Bihar,905,Purnea,1975,-1.0,137.8,106.4,-1.0,-1.0,120.1,250.0,93.7,187.6,200.0,192.5,347.2,184.1,-1.0,-1.0,159.6,-1.0
2,Bihar,905,Purnea,1976,-1.0,100.0,113.3,-1.0,-1.0,95.0,55.0,51.0,137.5,168.6,209.9,302.1,266.9,-1.0,-1.0,149.7,-1.0
2,Bihar,905,Purnea,1977,-1.0,103.5,114.6,-1.0,-1.0,128.4,96.3,67.0,243.0,300.0,232.8,360.5,295.0,-1.0,-1.0,144.1,-1.0
2,Bihar,905,Purnea,1978,-1.0,96.0,121.6,-1.0,-1.0,107.2,94.6,96.7,239.3,251.1,300.0,286.0,303.0,-1.0,-1.0,130.5,-1.0
2,Bihar,905,Purnea,1979,-1.0,108.5,128.7,-1.0,-1.0,132.4,117.9,133.3,287.5,255.1,374.8,404.2,437.4,-1.0,-1.0,262.7,-1.0
2,Bihar,905,Purnea,1980,-1.0,130.0,154.5,-1.0,-1.0,141.7,101.4,127.5,331.0,300.5,454.5,441.1,358.4,-1.0,-1.0,306.0,-1.0
2,Bihar,905,Purnea,1981,-1.0,146.9,179.0,-1.0,-1.0,144.3,106.1,146.6,305.2,313.0,504.0,525.5,310.0,-1.0,-1.0,271.7,-1.0
2,Bihar,905,Purnea,1982,-1.0,169.9,188.6,-1.0,-1.0,165.7,168.4,156.1,297.8,372.2,517.5,424.9,387.1,-1.0,-1.0,213.5,-1.0
2,Bihar,905,Purnea,1983,-1.0,160.0,159.2,-1.0,-1.0,167.0,122.3,118.3,306.9,333.6,594.1,486.9,387.3,-1.0,-1.0,283.4,-1.0
2,Bihar,905,Purnea,1984,-1.0,151.3,157.6,-1.0,-1.0,153.4,123.0,119.6,341.6,377.9,622.1,488.6,412.8,-1.0,-1.0,293.1,-1.0
2,Bihar,905,Purnea,1985,-1.0,152.6,146.9,-1.0,-1.0,153.3,126.8,153.7,354.4,385.8,574.1,498.8,410.3,-1.0,-1.0,324.7,-1.0
2,Bihar,905,Purnea,1986,-1.0,149.2,173.4,-1.0,-1.0,154.3,118.2,123.7,313.0,415.8,-1.0,508.9,417.8,-1.0,-1.0,307.3,212.8
2,Bihar,905,Purnea,1987,-1.0,155.4,196.6,-1.0,-1.0,155.6,117.1,134.6,437.7,538.0,-1.0,-1.0,550.8,-1.0,532.5,-1.0,-1.0
2,Bihar,905,Purnea,1988,-1.0,160.6,220.4,-1.0,-1.0,156.3,136.1,140.0,658.2,586.2,-1.0,507.4,557.2,-1.0,553.0,347.1,-1.0
2,Bihar,905,Purnea,1989,-1.0,333.1,202.0,-1.0,-1.0,155.0,127.4,147.0,664.7,617.6,-1.0,516.4,661.1,-1.0,678.4,351.7,-1.0
2,Bihar,905,Purnea,1990,-1.0,219.2,282.0,-1.0,-1.0,207.2,136.5,202.1,780.3,781.6,-1.0,993.2,831.0,428.3,781.9,-1.0,-1.0
2,Bihar,905,Purnea,1991,-1.0,274.8,380.1,-1.0,-1.0,314.0,-1.0,298.2,791.3,844.7,-1.0,1516.8,890.8,-1.0,828.1,540.3,-1.0
2,Bihar,905,Purnea,1992,-1.0,296.9,315.6,-1.0,-1.0,310.5,-1.0,-1.0,808.9,826.3,-1.0,-1.0,830.1,-1.0,740.2,623.8,-1.0
2,Bihar,905,Purnea,1993,-1.0,296.8,363.5,-1.0,-1.0,317.3,-1.0,325.0,-1.0,1131.2,-1.0,-1.0,977.5,-1.0,875.4,-1.0,-1.0
2,Bihar,905,Purnea,1994,-1.0,327.9,397.6,-1.0,-1.0,348.6,-1.0,325.2,1100.2,1049.4,-1.0,-1.0,1144.6,-1.0,1031.6,721.8,-1.0
2,Bihar,905,Purnea,1995,-1.0,734.0,430.0,-1.0,-1.0,371.0,-1.0,318.0,1022.0,-1.0,-1.0,1381.0,1298.0,-1.0,1091.0,-1.0,-1.0
2,Bihar,905,Purnea,1996,-1.0,765.0,491.0,-1.0,698.0,383.0,-1.0,388.0,1175.0,1352.0,-1.0,1450.0,1285.0,950.0,1112.0,843.0,-1.0
2,Bihar,905,Purnea,1997,-1.0,792.0,500.0,-1.0,-1.0,395.0,358.0,429.0,1342.0,-1.0,-1.0,-1.0,1143.0,983.0,-1.0,925.0,-1.0
2,Bihar,905,Purnea,1998,-1.0,-1.0,540.0,-1.0,-1.0,398.0,-1.0,389.0,1265.0,1488.0,-1.0,-1.0,1306.0,-1.0,1386.0,-1.0,-1.0
2,Bihar,905,Purnea,1999,-1.0,-1.0,-1.0,-1.0,-1.0,460.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1300.0,-1.0,-1.0,913.0,-1.0
2,Bihar,905,Purnea,2000,-1.0,-1.0,469.0,-1.0,-1.0,356.0,-1.0,-1.0,1522.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,-1.0
2,Bihar,905,Purnia,2001,-1.0,-1.0,524.0,-1.0,-1.0,442.0,-1.0,371.0,1400.0,1514.0,-1.0,-1.0,-1.0,-1.0,1123.0,1060.0,-1.0
2,Bihar,905,Purnia,2002,-1.0,-1.0,574.0,-1.0,-1.0,363.0,-1.0,-1.0,1663.0,-1.0,1363.0,-1.0,1469.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,905,Purnia,2003,-1.0,-1.0,588.0,-1.0,-1.0,391.0,354.0,-1.0,1841.0,-1.0,-1.0,-1.0,1470.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,905,Purnia,2004,-1.0,449.5,564.0,-1.0,-1.0,405.5,382.0,446.0,1866.0,1614.0,-1.0,1778.7,1607.0,-1.0,1420.0,-1.0,-1.0
2,Bihar,905,Purnia,2005,-1.0,478.5,730.0,-1.0,-1.0,447.5,428.0,512.0,1698.0,1790.0,-1.0,1567.0,1701.0,-1.0,1616.0,-1.0,-1.0
2,Bihar,905,Purnia,2006,-1.0,487.5,890.0,-1.0,-1.0,484.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,905,Purnia,2007,-1.0,574.5,950.0,-1.0,-1.0,545.5,-1.0,-1.0,-1.0,-1.0,-1.0,2170.7,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,905,Purnia,2008,-1.0,644.0,-1.0,-1.0,-1.0,615.7,-1.0,-1.0,-1.0,-1.0,-1.0,2120.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,905,Purnia,2009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3571.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,905,Purnia,2010,-1.0,846.0,1047.0,-1.0,-1.0,845.0,-1.0,792.0,2401.0,3216.0,-1.0,3589.0,2641.0,-1.0,2172.0,2889.0,-1.0
2,Bihar,905,Purnia,2011,-1.0,880.5,1112.0,-1.0,-1.0,905.0,-1.0,-1.0,2524.0,3260.0,-1.0,3663.0,3036.0,-1.0,2451.0,3031.0,-1.0
2,Bihar,906,Saran,1966,-1.0,96.0,131.4,-1.0,-1.0,77.8,61.8,88.5,120.6,85.8,187.7,171.0,144.8,-1.0,-1.0,80.0,-1.0
2,Bihar,906,Saran,1967,-1.0,96.5,93.8,-1.0,-1.0,101.9,99.2,69.7,96.5,80.4,204.8,190.3,126.0,-1.0,-1.0,187.7,-1.0
2,Bihar,906,Saran,1968,-1.0,64.3,100.0,-1.0,-1.0,59.0,40.2,50.0,95.0,95.0,157.9,134.0,135.0,-1.0,-1.0,96.5,-1.0
2,Bihar,906,Saran,1969,-1.0,66.0,90.0,-1.0,-1.0,70.0,60.0,65.0,100.0,100.0,222.6,176.0,200.0,-1.0,-1.0,75.0,-1.0
2,Bihar,906,Saran,1970,-1.0,67.0,85.1,-1.0,-1.0,55.0,41.0,50.0,80.0,84.0,185.4,176.0,176.0,-1.0,-1.0,96.0,-1.0
2,Bihar,906,Saran,1971,-1.0,60.0,80.0,-1.0,-1.0,70.0,65.0,65.0,90.0,75.0,191.7,150.0,190.0,-1.0,-1.0,130.0,-1.0
2,Bihar,906,Saran,1972,-1.0,73.0,115.0,-1.0,-1.0,72.0,60.0,80.0,140.0,130.0,278.3,260.0,160.0,-1.0,-1.0,140.0,-1.0
2,Bihar,906,Saran,1973,-1.0,130.0,160.0,-1.0,-1.0,130.0,100.0,140.0,200.0,153.3,257.3,315.4,300.0,-1.0,-1.0,210.0,-1.0
2,Bihar,906,Saran,1974,-1.0,130.0,150.0,-1.0,-1.0,169.7,151.0,114.8,174.2,159.2,278.4,396.3,194.0,-1.0,-1.0,140.0,-1.0
2,Bihar,906,Saran,1975,-1.0,100.7,114.0,-1.0,-1.0,114.8,151.0,86.1,139.1,159.2,255.2,361.1,142.9,-1.0,-1.0,124.2,-1.0
2,Bihar,906,Saran,1976,-1.0,94.3,116.7,-1.0,-1.0,110.3,85.9,91.7,150.4,189.8,209.9,301.6,355.9,-1.0,-1.0,153.3,-1.0
2,Bihar,906,Saran,1977,-1.0,116.8,112.6,-1.0,-1.0,123.5,115.2,90.5,185.0,280.0,232.8,360.5,338.1,-1.0,-1.0,137.7,-1.0
2,Bihar,906,Saran,1978,-1.0,74.5,119.5,-1.0,-1.0,117.6,84.8,103.7,222.0,281.8,430.9,441.0,311.2,-1.0,-1.0,122.6,-1.0
2,Bihar,906,Saran,1979,-1.0,98.5,125.6,-1.0,-1.0,122.4,88.0,105.6,240.0,273.6,538.3,445.0,309.7,-1.0,-1.0,205.1,-1.0
2,Bihar,906,Saran,1980,-1.0,96.2,142.5,-1.0,-1.0,126.7,104.9,124.9,309.3,333.7,652.8,600.0,410.2,-1.0,-1.0,307.2,-1.0
2,Bihar,906,Saran,1981,-1.0,103.7,183.1,-1.0,-1.0,140.8,99.1,148.8,302.2,327.4,723.9,457.1,550.0,-1.0,-1.0,265.2,-1.0
2,Bihar,906,Saran,1982,-1.0,132.6,211.3,-1.0,-1.0,166.2,120.8,161.5,270.9,364.6,743.2,596.0,455.3,-1.0,-1.0,196.1,-1.0
2,Bihar,906,Saran,1983,-1.0,153.9,165.2,-1.0,-1.0,175.7,165.4,150.1,340.1,404.2,853.2,616.8,551.1,-1.0,-1.0,250.9,-1.0
2,Bihar,906,Saran,1984,-1.0,156.5,163.9,-1.0,-1.0,168.6,165.0,138.3,449.1,383.0,893.4,553.7,559.9,-1.0,-1.0,291.7,-1.0
2,Bihar,906,Saran,1985,-1.0,157.9,182.8,-1.0,-1.0,162.3,157.9,155.3,413.2,400.0,824.5,566.3,600.0,-1.0,-1.0,382.4,-1.0
2,Bihar,906,Saran,1986,-1.0,185.0,180.0,-1.0,-1.0,175.0,-1.0,-1.0,350.0,450.0,-1.0,-1.0,600.0,475.0,-1.0,300.0,-1.0
2,Bihar,906,Saran,1987,-1.0,177.5,225.0,-1.0,-1.0,185.0,-1.0,212.0,450.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran,1988,-1.0,195.0,215.0,-1.0,-1.0,185.0,-1.0,175.0,600.0,600.0,-1.0,-1.0,550.0,500.0,575.0,-1.0,-1.0
2,Bihar,906,Saran,1989,-1.0,368.0,250.0,-1.0,-1.0,180.0,250.0,235.0,690.0,685.0,-1.0,-1.0,500.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran,1990,-1.0,226.7,300.0,-1.0,-1.0,270.0,240.0,275.0,700.0,700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran,1991,-1.0,290.0,400.0,-1.0,-1.0,391.0,200.0,350.0,750.0,800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran,1992,-1.0,300.0,370.0,-1.0,-1.0,310.0,250.0,-1.0,-1.0,850.0,-1.0,1200.0,900.0,-1.0,800.0,480.0,-1.0
2,Bihar,906,Saran,1993,-1.0,315.0,420.0,-1.0,-1.0,315.0,-1.0,-1.0,-1.0,-1.0,-1.0,1300.0,900.0,-1.0,-1.0,700.0,-1.0
2,Bihar,906,Saran,1994,-1.0,383.3,400.0,-1.0,-1.0,383.6,450.0,-1.0,800.0,-1.0,-1.0,1700.0,930.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran,1995,-1.0,746.0,430.0,-1.0,-1.0,444.0,-1.0,390.0,1022.0,-1.0,-1.0,-1.0,-1.0,825.0,-1.0,787.0,-1.0
2,Bihar,906,Saran,1996,-1.0,807.0,504.0,-1.0,649.0,466.0,-1.0,388.0,1174.0,1167.0,-1.0,1311.4,1137.0,950.0,1130.0,843.0,-1.0
2,Bihar,906,Saran,1997,-1.0,841.0,476.0,-1.0,-1.0,395.0,358.0,429.0,1111.0,1193.0,-1.0,-1.0,1149.0,983.0,-1.0,925.0,-1.0
2,Bihar,906,Saran,1998,-1.0,-1.0,500.0,-1.0,-1.0,398.0,-1.0,-1.0,1049.0,1150.0,-1.0,-1.0,-1.0,-1.0,1224.0,-1.0,-1.0
2,Bihar,906,Saran,1999,-1.0,-1.0,508.0,-1.0,567.0,467.0,-1.0,-1.0,1351.0,1226.0,-1.0,-1.0,-1.0,-1.0,-1.0,913.0,-1.0
2,Bihar,906,Saran,2000,-1.0,-1.0,515.0,-1.0,-1.0,356.0,-1.0,-1.0,1143.0,1230.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,-1.0
2,Bihar,906,Saran,2001,-1.0,-1.0,457.0,-1.0,-1.0,366.0,-1.0,471.0,1628.0,1301.0,-1.0,-1.0,-1.0,-1.0,-1.0,1060.0,-1.0
2,Bihar,906,Saran,2002,-1.0,-1.0,558.0,-1.0,359.0,397.0,-1.0,-1.0,1734.0,1455.0,-1.0,-1.0,1426.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran,2003,-1.0,-1.0,566.0,-1.0,-1.0,445.0,354.0,-1.0,1889.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran,2004,-1.0,420.0,612.0,-1.0,-1.0,431.5,382.0,446.0,1655.0,1512.0,-1.0,1876.0,1607.0,-1.0,1420.0,-1.0,-1.0
2,Bihar,906,Saran,2005,-1.0,439.5,766.0,-1.0,-1.0,488.0,428.0,512.0,1698.0,1666.0,-1.0,2082.0,1554.0,-1.0,1616.0,-1.0,-1.0
2,Bihar,906,Saran  (Chapra),2006,-1.0,476.0,-1.0,-1.0,-1.0,514.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran  (Chapra),2007,-1.0,567.0,-1.0,-1.0,-1.0,559.0,-1.0,-1.0,-1.0,-1.0,-1.0,2171.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran  (Chapra),2008,-1.0,632.7,-1.0,-1.0,-1.0,615.7,-1.0,-1.0,-1.0,-1.0,-1.0,2485.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran  (Chapra),2009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3797.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,906,Saran  (Chapra),2010,-1.0,846.0,1047.0,675.0,-1.0,845.0,725.0,-1.0,2401.0,3216.0,-1.0,-1.0,-1.0,-1.0,2172.0,2889.0,-1.0
2,Bihar,906,Saran (Chapra),2011,-1.0,880.5,1070.0,-1.0,-1.0,895.0,795.0,838.0,2524.0,3260.0,-1.0,4293.0,3036.0,-1.0,2451.0,3031.0,-1.0
2,Bihar,907,Patna,1966,-1.0,114.9,128.9,-1.0,-1.0,85.8,72.9,100.5,124.5,99.8,152.0,218.1,167.8,-1.0,-1.0,96.5,-1.0
2,Bihar,907,Patna,1967,-1.0,88.0,93.3,-1.0,-1.0,111.6,86.9,72.2,110.7,98.4,157.9,215.3,135.2,-1.0,-1.0,178.5,-1.0
2,Bihar,907,Patna,1968,-1.0,58.9,99.2,-1.0,-1.0,69.4,61.0,66.8,83.2,94.7,107.6,145.7,158.3,-1.0,-1.0,115.7,-1.0
2,Bihar,907,Patna,1969,-1.0,64.2,103.8,-1.0,-1.0,72.4,63.8,69.8,100.5,88.7,91.9,175.0,176.7,-1.0,-1.0,70.3,-1.0
2,Bihar,907,Patna,1970,-1.0,65.9,89.9,-1.0,-1.0,65.1,57.9,63.3,96.6,91.5,76.5,136.5,177.9,-1.0,-1.0,80.4,-1.0
2,Bihar,907,Patna,1971,-1.0,68.5,84.5,-1.0,-1.0,60.6,64.4,67.0,92.7,98.0,135.0,168.9,167.2,-1.0,-1.0,125.4,-1.0
2,Bihar,907,Patna,1972,-1.0,81.5,108.3,-1.0,-1.0,82.5,74.4,80.0,121.0,97.4,312.5,346.9,174.7,-1.0,-1.0,131.5,-1.0
2,Bihar,907,Patna,1973,-1.0,117.0,171.4,-1.0,-1.0,120.5,96.3,122.0,184.8,170.0,137.5,420.8,323.5,-1.0,-1.0,205.0,-1.0
2,Bihar,907,Patna,1974,-1.0,135.3,152.0,-1.0,-1.0,166.2,121.8,126.0,190.0,171.0,294.4,340.0,253.0,-1.0,-1.0,173.6,-1.0
2,Bihar,907,Patna,1975,-1.0,104.7,115.5,-1.0,-1.0,112.4,121.8,94.5,151.7,171.0,269.9,309.7,186.3,-1.0,-1.0,153.9,-1.0
2,Bihar,907,Patna,1976,-1.0,96.0,121.6,-1.0,-1.0,80.7,88.0,101.5,146.0,178.5,229.0,301.2,397.4,-1.0,-1.0,172.4,-1.0
2,Bihar,907,Patna,1977,-1.0,133.9,116.1,-1.0,-1.0,109.9,86.8,112.2,206.0,254.7,325.0,356.2,373.5,-1.0,-1.0,165.8,-1.0
2,Bihar,907,Patna,1978,-1.0,87.6,123.4,-1.0,-1.0,97.9,92.5,105.5,235.2,262.6,259.0,401.7,455.4,-1.0,-1.0,143.9,-1.0
2,Bihar,907,Patna,1979,-1.0,114.3,138.4,-1.0,-1.0,119.2,112.8,114.1,224.4,232.3,323.6,259.1,394.7,-1.0,-1.0,219.4,-1.0
2,Bihar,907,Patna,1980,-1.0,94.1,153.6,-1.0,-1.0,126.4,112.7,147.3,321.2,284.3,392.4,519.0,443.8,-1.0,-1.0,345.1,-1.0
2,Bihar,907,Patna,1981,-1.0,151.1,180.9,-1.0,-1.0,131.1,115.9,141.3,310.6,253.0,435.1,468.4,479.7,-1.0,-1.0,320.0,-1.0
2,Bihar,907,Patna,1982,-1.0,182.5,222.0,-1.0,-1.0,167.3,133.2,165.5,293.5,310.7,446.8,489.0,512.1,-1.0,-1.0,292.8,-1.0
