STCODE,STNAME,DIST,DISTNAME,YEAR,PPMRKT,PSMRKT,PTMRKT,LROAD
2,Bihar,911,Shahabad,1998,8.0,84.0,92.0,-1.0
2,Bihar,911,Shahabad,1999,8.0,84.0,92.0,-1.0
2,Bihar,911,Shahabad,2000,8.0,84.0,92.0,1049.5
2,Bihar,912,Gaya,1966,-1.0,-1.0,-1.0,626.0
2,Bihar,912,Gaya,1967,-1.0,-1.0,-1.0,626.0
2,Bihar,912,Gaya,1968,-1.0,-1.0,-1.0,626.0
2,Bihar,912,Gaya,1969,-1.0,-1.0,-1.0,626.0
2,Bihar,912,Gaya,1970,2.0,-1.0,2.0,4712.0
2,Bihar,912,Gaya,1971,2.0,-1.0,2.0,4712.0
2,Bihar,912,Gaya,1972,2.0,-1.0,2.0,4712.0
2,Bihar,912,Gaya,1973,3.0,-1.0,3.0,5544.0
2,Bihar,912,Gaya,1974,4.0,-1.0,4.0,6033.0
2,Bihar,912,Gaya,1975,4.0,-1.0,4.0,6033.0
2,Bihar,912,Gaya,1976,5.0,-1.0,5.0,6033.0
2,Bihar,912,Gaya,1977,5.0,-1.0,5.0,6033.0
2,Bihar,912,Gaya,1978,5.0,-1.0,5.0,6033.0
2,Bihar,912,Gaya,1979,6.0,-1.0,6.0,6033.0
2,Bihar,912,Gaya,1980,6.0,-1.0,6.0,6033.0
2,Bihar,912,Gaya,1981,6.0,-1.0,6.0,6033.0
2,Bihar,912,Gaya,1982,6.0,-1.0,6.0,6033.0
2,Bihar,912,Gaya,1983,6.0,-1.0,6.0,6033.0
2,Bihar,912,Gaya,1984,6.0,-1.0,6.0,6033.0
2,Bihar,912,Gaya,1985,6.0,-1.0,6.0,6033.0
2,Bihar,912,Gaya,1986,6.0,-1.0,6.0,6033.0
2,Bihar,912,Gaya,1987,8.0,-1.0,8.0,6033.0
2,Bihar,912,Gaya,1988,8.0,-1.0,8.0,6033.0
2,Bihar,912,Gaya,1989,8.0,-1.0,8.0,6033.0
2,Bihar,912,Gaya,1990,8.0,-1.0,8.0,6033.0
2,Bihar,912,Gaya,1991,8.0,-1.0,8.0,6033.0
2,Bihar,912,Gaya,1992,8.0,-1.0,8.0,6033.0
2,Bihar,912,Gaya,1993,8.0,-1.0,8.0,6033.0
2,Bihar,912,Gaya,1994,8.0,-1.0,8.0,6033.0
2,Bihar,912,Gaya,1995,8.0,76.0,84.0,-1.0
2,Bihar,912,Gaya,1996,8.0,76.0,84.0,-1.0
2,Bihar,912,Gaya,1997,8.0,76.0,84.0,-1.0
2,Bihar,912,Gaya,1998,8.0,76.0,84.0,-1.0
2,Bihar,912,Gaya,1999,8.0,76.0,84.0,-1.0
2,Bihar,912,Gaya,2000,8.0,76.0,84.0,1149.8
2,Bihar,913,Hazaribagh,1966,-1.0,-1.0,-1.0,742.0
2,Bihar,913,Hazaribagh,1967,-1.0,-1.0,-1.0,742.0
2,Bihar,913,Hazaribagh,1968,-1.0,-1.0,-1.0,761.0
2,Bihar,913,Hazaribagh,1969,-1.0,-1.0,-1.0,648.0
2,Bihar,913,Hazaribagh,1970,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1971,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1972,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1973,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1974,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1975,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1976,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1977,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1978,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1979,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1980,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1981,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1982,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1983,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1984,1.0,-1.0,1.0,6945.0
2,Bihar,913,Hazaribagh,1985,3.0,-1.0,3.0,8567.0
2,Bihar,913,Hazaribagh,1986,3.0,-1.0,3.0,8567.0
2,Bihar,913,Hazaribagh,1987,3.0,-1.0,3.0,8567.0
2,Bihar,913,Hazaribagh,1988,3.0,-1.0,3.0,8567.0
2,Bihar,913,Hazaribagh,1989,3.0,-1.0,3.0,8567.0
2,Bihar,913,Hazaribagh,1990,3.0,-1.0,3.0,8567.0
2,Bihar,913,Hazaribagh,1991,3.0,-1.0,3.0,8567.0
2,Bihar,913,Hazaribagh,1992,3.0,-1.0,3.0,8567.0
2,Bihar,913,Hazaribagh,1993,3.0,-1.0,3.0,8567.0
2,Bihar,913,Hazaribagh,1994,3.0,-1.0,3.0,8567.0
2,Bihar,913,Hazaribagh,1995,5.0,27.0,32.0,-1.0
2,Bihar,913,Hazaribagh,1996,5.0,27.0,32.0,-1.0
2,Bihar,913,Hazaribagh,1997,5.0,27.0,32.0,-1.0
2,Bihar,913,Hazaribagh,1998,5.0,27.0,32.0,-1.0
2,Bihar,913,Hazaribagh,1999,5.0,27.0,32.0,-1.0
2,Bihar,914,Dhanbad,1966,-1.0,-1.0,-1.0,276.0
2,Bihar,914,Dhanbad,1967,-1.0,-1.0,-1.0,270.0
2,Bihar,914,Dhanbad,1968,-1.0,-1.0,-1.0,276.0
2,Bihar,914,Dhanbad,1969,-1.0,-1.0,-1.0,276.0
2,Bihar,914,Dhanbad,1970,1.0,-1.0,1.0,1456.0
2,Bihar,914,Dhanbad,1971,1.0,-1.0,1.0,1456.0
2,Bihar,914,Dhanbad,1972,1.0,-1.0,1.0,1456.0
2,Bihar,914,Dhanbad,1973,1.0,-1.0,1.0,1456.0
2,Bihar,914,Dhanbad,1974,1.0,-1.0,1.0,1456.0
2,Bihar,914,Dhanbad,1975,1.0,-1.0,1.0,1456.0
2,Bihar,914,Dhanbad,1976,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1977,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1978,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1979,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1980,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1981,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1982,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1983,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1984,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1985,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1986,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1987,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1988,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1989,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1990,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1991,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1992,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1993,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1994,2.0,-1.0,2.0,1456.0
2,Bihar,914,Dhanbad,1995,2.0,30.0,32.0,-1.0
2,Bihar,914,Dhanbad,1996,2.0,30.0,32.0,-1.0
2,Bihar,914,Dhanbad,1997,2.0,30.0,32.0,-1.0
2,Bihar,914,Dhanbad,1998,2.0,30.0,32.0,-1.0
2,Bihar,914,Dhanbad,1999,2.0,30.0,32.0,-1.0
2,Bihar,915,Palamau,1966,-1.0,-1.0,-1.0,484.0
2,Bihar,915,Palamau,1967,-1.0,-1.0,-1.0,484.0
2,Bihar,915,Palamau,1968,-1.0,-1.0,-1.0,484.0
2,Bihar,915,Palamau,1969,-1.0,-1.0,-1.0,484.0
2,Bihar,915,Palamau,1970,1.0,-1.0,1.0,4409.0
2,Bihar,915,Palamau,1971,1.0,-1.0,1.0,4409.0
2,Bihar,915,Palamau,1972,1.0,-1.0,1.0,4409.0
2,Bihar,915,Palamau,1973,1.0,-1.0,1.0,4409.0
2,Bihar,915,Palamau,1974,2.0,-1.0,2.0,4409.0
2,Bihar,915,Palamau,1975,2.0,-1.0,2.0,4409.0
2,Bihar,915,Palamau,1976,2.0,-1.0,2.0,4409.0
2,Bihar,915,Palamau,1977,2.0,-1.0,2.0,4409.0
2,Bihar,915,Palamau,1978,2.0,-1.0,2.0,4409.0
2,Bihar,915,Palamau,1979,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1980,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1981,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1982,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1983,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1984,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1985,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1986,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1987,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1988,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1989,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1990,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1991,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1992,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1993,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamau,1994,3.0,-1.0,3.0,4409.0
2,Bihar,915,Palamu,1995,3.0,61.0,64.0,-1.0
2,Bihar,915,Palamu,1996,3.0,61.0,64.0,-1.0
2,Bihar,915,Palamu,1997,3.0,61.0,64.0,-1.0
2,Bihar,915,Palamu,1998,3.0,61.0,64.0,-1.0
2,Bihar,915,Palamu,1999,3.0,61.0,64.0,-1.0
2,Bihar,916,Ranchi,1966,-1.0,-1.0,-1.0,1101.0
2,Bihar,916,Ranchi,1967,-1.0,-1.0,-1.0,1101.0
2,Bihar,916,Ranchi,1968,-1.0,-1.0,-1.0,1109.0
2,Bihar,916,Ranchi,1969,-1.0,-1.0,-1.0,761.0
2,Bihar,916,Ranchi,1970,1.0,-1.0,1.0,7951.0
2,Bihar,916,Ranchi,1971,1.0,-1.0,1.0,7951.0
2,Bihar,916,Ranchi,1972,1.0,-1.0,1.0,7951.0
2,Bihar,916,Ranchi,1973,1.0,-1.0,1.0,7951.0
2,Bihar,916,Ranchi,1974,1.0,-1.0,1.0,7951.0
2,Bihar,916,Ranchi,1975,2.0,-1.0,2.0,7951.0
2,Bihar,916,Ranchi,1976,3.0,-1.0,3.0,7951.0
2,Bihar,916,Ranchi,1977,3.0,-1.0,3.0,7951.0
2,Bihar,916,Ranchi,1978,3.0,-1.0,3.0,7951.0
2,Bihar,916,Ranchi,1979,3.0,-1.0,3.0,7951.0
2,Bihar,916,Ranchi,1980,3.0,-1.0,3.0,7951.0
2,Bihar,916,Ranchi,1981,3.0,-1.0,3.0,7951.0
2,Bihar,916,Ranchi,1982,3.0,-1.0,3.0,7951.0
2,Bihar,916,Ranchi,1983,3.0,-1.0,3.0,7951.0
2,Bihar,916,Ranchi,1984,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1985,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1986,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1987,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1988,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1989,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1990,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1991,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1992,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1993,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1994,4.0,-1.0,4.0,7951.0
2,Bihar,916,Ranchi,1995,5.0,42.0,47.0,-1.0
2,Bihar,916,Ranchi,1996,5.0,42.0,47.0,-1.0
2,Bihar,916,Ranchi,1997,5.0,42.0,47.0,-1.0
2,Bihar,916,Ranchi,1998,5.0,42.0,47.0,-1.0
2,Bihar,916,Ranchi,1999,5.0,42.0,47.0,-1.0
2,Bihar,917,Singbhum,1969,-1.0,-1.0,-1.0,401.0
2,Bihar,917,Singbhum,1970,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1971,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1972,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1973,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1974,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1975,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1976,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1977,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1978,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1979,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1980,2.0,-1.0,2.0,4847.0
2,Bihar,917,Singbhum,1981,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1982,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1983,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1984,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1985,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1986,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1987,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1988,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1989,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1990,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1991,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1992,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1993,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1994,3.0,-1.0,3.0,4847.0
2,Bihar,917,Singbhum,1995,4.0,25.0,29.0,-1.0
2,Bihar,917,Singbhum,1996,4.0,25.0,29.0,-1.0
2,Bihar,917,Singbhum,1997,4.0,25.0,29.0,-1.0
2,Bihar,917,Singbhum,1998,4.0,25.0,29.0,-1.0
2,Bihar,917,Singbhum,1999,4.0,25.0,29.0,-1.0
